index,source,label,score
0,human,0,-3.625492475511031
1,human,0,-0.5470395875668315
2,human,0,0.3183068992065195
3,human,0,-2.973689245307988
4,human,0,-3.7166860585708608
5,human,0,-2.072776948828539
6,human,0,1.1158003928890128
7,human,0,-3.7446311540474864
8,human,0,-3.661618989194157
9,human,0,-2.0524916451496353
10,human,0,-2.518289598017951
11,human,0,-1.704368682805947
12,human,0,-1.0809767075104342
13,human,0,-3.977395639069515
14,human,0,-4.049941744034671
15,human,0,-4.589528848016885
16,human,0,-4.058134751158536
17,human,0,-1.493855604847267
18,human,0,-5.350996119115372
19,human,0,-0.37888667544288107
20,human,0,-2.6714124110959947
21,human,0,-6.085593031629281
22,human,0,-3.621468042370315
23,human,0,-4.660886356971845
24,human,0,-3.011245202336329
25,human,0,0.10979906602957029
26,human,0,0.5826553021777199
27,human,0,-2.5775971692429054
28,human,0,-2.8020736612443082
29,human,0,-3.203447872056199
30,human,0,-5.959628997215591
31,human,0,-3.669323907011214
32,human,0,1.3629246649268527
33,human,0,0.4957701227572456
34,human,0,-3.00610753618867
35,human,0,-0.9925115505434148
36,human,0,-5.148709299569074
37,human,0,-1.6910192169270453
38,human,0,-1.7858310832044133
39,human,0,-1.496754533120217
40,human,0,-1.1572463391660155
41,human,0,-2.543708487290056
42,human,0,-1.5295658852999856
43,human,0,-4.102605281358925
44,human,0,-4.7283747305229795
45,human,0,-3.513400131098489
46,human,0,-7.703021795497094
47,human,0,-2.687941802967354
48,human,0,-3.296312634172213
49,human,0,-5.252586156791405
50,human,0,-3.5907465739175604
51,human,0,-2.486181201450212
52,human,0,-5.890034008070812
53,human,0,-5.941624104950384
54,human,0,-6.2701222468298
55,human,0,-4.217216974481109
56,human,0,-2.255856495903197
57,human,0,-3.822338519929709
58,human,0,-2.0168740120996476
59,human,0,-3.030136939173375
60,human,0,-3.58792664888057
61,human,0,-1.0352057559253718
62,human,0,0.8813207858742205
63,human,0,0.20317758885724502
64,human,0,-1.5067490862288013
65,human,0,-1.1461182797989793
66,human,0,-2.312389025139691
67,human,0,-4.0786175511767775
68,human,0,-5.352069241557619
69,human,0,-4.9809346585038154
70,human,0,-6.562494585684587
71,human,0,-1.6890131587800852
72,human,0,-2.491758856945415
73,human,0,-2.0166404211481
74,human,0,-8.118648337120849
75,human,0,-6.257199942894636
76,human,0,-4.863672384500609
77,human,0,-0.20658798413058233
78,human,0,-4.9262280781367025
79,human,0,-0.6646904596711194
80,human,0,-2.856979115502138
81,human,0,-7.265321889043705
82,human,0,-1.646681833657799
83,human,0,-3.676625036746014
84,human,0,-5.176075924574812
85,human,0,-2.0428240725033526
86,human,0,-2.2336683508396433
