index,source,label,score
0,human,0,-3.370683508826375
1,human,0,-0.41798725858797076
2,human,0,0.005965205113117045
3,human,0,-3.3698389942721674
4,human,0,-3.59425573322043
5,human,0,-2.201606558073719
6,human,0,0.8122767975954877
7,human,0,-4.070905667490233
8,human,0,-3.809000829843653
9,human,0,-2.026159202457599
10,human,0,-2.578320433729216
11,human,0,-1.9781928175759145
12,human,0,-1.1615461655335126
13,human,0,-4.284181365922309
14,human,0,-4.1856265594380115
15,human,0,-5.089479591996039
16,human,0,-4.171733971274127
17,human,0,-1.5473935679343676
18,human,0,-5.548243450014285
19,human,0,-0.5780704106169438
20,human,0,-3.0367399914132474
21,human,0,-6.187784593019913
22,human,0,-3.7591535237111615
23,human,0,-4.706368883200838
24,human,0,-2.9514400426739673
25,human,0,0.15386653401675587
26,human,0,0.6964874675213069
27,human,0,-2.455391812881824
28,human,0,-2.9370735872044933
29,human,0,-3.518023404058358
30,human,0,-6.063323487115367
31,human,0,-3.6489491819832396
32,human,0,1.188414512662107
33,human,0,0.25858382358841736
34,human,0,-3.2002703384562063
35,human,0,-0.8052571437851488
36,human,0,-5.136609758960427
37,human,0,-1.881291444507163
38,human,0,-1.6982451319582468
39,human,0,-1.6526706624132461
40,human,0,-1.6165659009513338
41,human,0,-2.430613606997774
42,human,0,-1.1760431977630312
43,human,0,-4.552651162956099
44,human,0,-4.771128611695438
45,human,0,-3.72293250337367
46,human,0,-7.544381153322718
47,human,0,-2.527730456911576
48,human,0,-3.4262643597116633
49,human,0,-5.298443930888967
50,human,0,-3.8959592065927167
51,human,0,-2.243826189859167
52,human,0,-5.756221121094036
53,human,0,-5.730231661459337
54,human,0,-5.9003709416155825
55,human,0,-4.420573678626256
56,human,0,-2.620932887018861
57,human,0,-3.7238381237078664
58,human,0,-2.040549709575358
59,human,0,-3.0289136608926905
60,human,0,-3.8275612443567835
61,human,0,-0.7601380952528982
62,human,0,1.107556109672291
63,human,0,0.4065839764267083
64,human,0,-1.7499276709872948
65,human,0,-1.2917523353638936
66,human,0,-2.2108593116324644
67,human,0,-4.206729520766753
68,human,0,-5.367934586477713
69,human,0,-5.064715808302596
70,human,0,-6.474705418699035
71,human,0,-1.8871001091125077
72,human,0,-2.297462201970061
73,human,0,-1.81753570784921
74,human,0,-7.735110172919789
75,human,0,-6.215734029425503
76,human,0,-4.637887892175799
77,human,0,-0.25065049890981794
78,human,0,-5.0084047961103195
79,human,0,-0.5556417845356161
