index,source,label,score
0,human,0,-3.382438222760692
1,human,0,-0.7857055080244946
2,human,0,0.4273696958903735
3,human,0,-3.0715403924476052
4,human,0,-3.629921997097268
5,human,0,-2.6186086107759765
6,human,0,0.9835835932624608
7,human,0,-3.826538490736889
8,human,0,-3.6353695626660056
9,human,0,-2.039638521756019
10,human,0,-2.531636242118048
11,human,0,-2.130920200287494
12,human,0,-1.014869629717755
13,human,0,-3.7337567116747015
14,human,0,-4.118844073554006
15,human,0,-4.538361293253225
16,human,0,-3.933905517556761
17,human,0,-1.5664018433686262
18,human,0,-5.183950489918934
19,human,0,-0.4457626564523857
20,human,0,-2.9212458800988643
21,human,0,-6.196756936677859
22,human,0,-3.5323121266372524
23,human,0,-4.403317360229146
24,human,0,-2.8619771494213957
25,human,0,0.17165144275947025
26,human,0,0.5187740135104846
27,human,0,-2.7556796135794177
28,human,0,-3.032735121944886
29,human,0,-2.9977681007137953
30,human,0,-5.97462889608995
31,human,0,-3.7994235416140896
32,human,0,1.387643504443196
33,human,0,0.48666971580207047
34,human,0,-3.10182381313707
35,human,0,-0.6944663535371847
36,human,0,-5.286853433441711
37,human,0,-1.6589625245887392
38,human,0,-1.5029087227139228
39,human,0,-1.4546685400882104
40,human,0,-1.1443007962956302
41,human,0,-2.4438682985828812
42,human,0,-1.7066543568671013
43,human,0,-4.162814020280767
44,human,0,-4.537024178493848
45,human,0,-3.5751912452915255
46,human,0,-7.598802546200557
47,human,0,-2.812709366487607
48,human,0,-3.3828151193292175
49,human,0,-5.278102036509527
50,human,0,-3.778928511317995
51,human,0,-3.3057787223442334
52,human,0,-5.848047083283534
53,human,0,-5.833117240526546
54,human,0,-6.35761899322211
55,human,0,-4.260958262610198
56,human,0,-2.5414968174089085
57,human,0,-3.645236793481571
58,human,0,-1.8810338158345596
59,human,0,-2.9972344161012807
60,human,0,-3.534863561063945
61,human,0,-0.9274195631040363
62,human,0,0.6267080459947088
63,human,0,0.304796683550363
64,human,0,-1.4470912203413675
65,human,0,-1.1600006919776966
66,human,0,-2.1613643641665714
67,human,0,-4.191669115781995
68,human,0,-5.34168024917697
69,human,0,-5.03104192555865
70,human,0,-6.582083418039529
71,human,0,-1.480471123116861
72,human,0,-2.41413196352232
73,human,0,-2.1554453338344643
74,human,0,-8.114875434762661
75,human,0,-6.325859388175926
76,human,0,-4.524437719276547
77,human,0,-0.12752528637784746
78,human,0,-4.954357817325042
79,human,0,-0.4545089790201563
80,human,0,-2.737244911089649
81,human,0,-7.1734400041629405
82,human,0,-1.843125750932681
83,human,0,-3.6805263452037904
84,human,0,-5.2118460362441
85,human,0,-1.9740389514146426
86,human,0,-2.304073853977643
87,human,0,-7.553194432534473
88,human,0,-4.827702513393363
89,human,0,-0.36142702268172433
90,human,0,-5.541717846989005
91,human,0,-0.8813076871043837
92,human,0,-3.6592034677708
93,human,0,-3.241375160321233
94,human,0,-6.53458700759745
95,human,0,-4.908310379429441
96,human,0,-4.047512108019438
97,human,0,-2.0096435374404353
98,human,0,-2.715661558753585
99,human,0,-4.311259507948561
100,human,0,1.0360399353423697
101,human,0,-2.422429324444797
102,human,0,-2.341340450490097
103,human,0,-1.9950397461394545
104,human,0,-0.11044267286745468
105,human,0,-6.793351658924062
106,human,0,0.7327885337344346
107,human,0,-2.9777737811670404
108,human,0,-2.2853976221814767
109,human,0,-1.4325106762045035
110,human,0,-1.4351959037749782
111,human,0,-4.849541418236746
112,human,0,-2.8512513937500574
113,human,0,-2.6313245133280496
114,human,0,-5.107815079805522
115,human,0,-2.6661644277086927
116,human,0,-1.7263351078955944
