index,source,label,score
0,human,0,-3.6499527795440487
1,human,0,-0.6508753280285473
2,human,0,-0.11518550009269704
3,human,0,-3.2863627975128606
4,human,0,-3.6483807100731607
5,human,0,-2.607773548265735
6,human,0,0.8127205625230411
7,human,0,-3.999671538828916
8,human,0,-3.6194544719503297
9,human,0,-1.999004204371095
10,human,0,-2.478684341314999
11,human,0,-1.6536822203040844
12,human,0,-1.3946409489900666
13,human,0,-4.690230225178558
14,human,0,-4.328740047760816
15,human,0,-5.069537841440254
16,human,0,-4.372120969622921
17,human,0,-1.5916398887478573
18,human,0,-5.45607778374824
19,human,0,-0.7018757101426729
20,human,0,-2.8123968761260585
21,human,0,-5.760178712240151
22,human,0,-3.983781496179784
23,human,0,-4.364510633185032
24,human,0,-3.3216757427695134
25,human,0,-0.35115517203685126
26,human,0,0.5159799440669517
27,human,0,-2.909536472975585
28,human,0,-2.843765514422124
29,human,0,-3.2036294454136556
30,human,0,-6.080103426004091
31,human,0,-3.738419923150196
32,human,0,1.1959616770536143
33,human,0,0.3539262527319965
34,human,0,-3.782996437612555
35,human,0,-1.7051017313000743
36,human,0,-5.33733853299571
37,human,0,-2.052216093914149
38,human,0,-1.8668196067484095
39,human,0,-1.9673563606733133
40,human,0,-1.450301752731057
41,human,0,-2.300348837558899
42,human,0,-1.913222504344624
43,human,0,-4.674738799827628
44,human,0,-5.024437907472837
45,human,0,-3.3682806148536324
46,human,0,-8.091519484829346
47,human,0,-2.8340524843198764
48,human,0,-3.276290560236929
49,human,0,-5.290374898917039
50,human,0,-3.435615814889413
51,human,0,-2.3952986246313746
52,human,0,-6.190948548960364
53,human,0,-5.819342324713408
54,human,0,-6.454632554960155
55,human,0,-4.262374276243994
56,human,0,-2.1577837008591363
57,human,0,-3.8715286909691082
58,human,0,-1.7236749666922946
59,human,0,-3.1835750590708303
60,human,0,-3.6334160947393315
61,human,0,-1.6317858534277485
62,human,0,0.4144972919933464
63,human,0,0.31913570583741935
64,human,0,-1.8546513884953915
65,human,0,-1.212390891271669
66,human,0,-1.9313233248940809
67,human,0,-3.8951335904676867
68,human,0,-5.355117724821935
69,human,0,-5.008078541790992
70,human,0,-6.528563026377435
71,human,0,-1.9690509082121235
72,human,0,-3.0968496433516712
73,human,0,-2.367128798074016
74,human,0,-8.089511616124026
75,human,0,-6.365980603367687
76,human,0,-5.458217864344706
77,human,0,-0.030592404100269283
78,human,0,-5.776330200584064
79,human,0,-0.9929500404336381
80,human,0,-2.832251583414747
81,human,0,-7.45084518841148
82,human,0,-2.2030625576670393
83,human,0,-3.813011525275214
84,human,0,-5.236239759130492
85,human,0,-2.1191348563300085
86,human,0,-2.6962509544243103
87,human,0,-7.730658217651849
88,human,0,-5.344063443071592
89,human,0,-0.5960422147999531
90,human,0,-6.483891437003464
91,human,0,-1.0762873001632647
92,human,0,-3.3874379670051953
93,human,0,-3.3142526612183856
94,human,0,-6.520066599158962
95,human,0,-5.168550973147778
96,human,0,-3.947416784183199
97,human,0,-2.5291979475759563
98,human,0,-3.2998482205709427
99,human,0,-4.167748929721241
100,human,0,0.6347481259269064
101,human,0,-2.0551901203756344
102,human,0,-2.107426582673022
103,human,0,-1.7704271077491622
104,human,0,-0.052112177741038546
105,human,0,-6.60560670886251
106,human,0,0.5489209281698195
107,human,0,-2.992475445653863
108,human,0,-2.7487991891897003
109,human,0,-1.6724656936832427
110,human,0,-1.4281618443336521
111,human,0,-4.876973953466953
112,human,0,-2.6624662691118726
113,human,0,-2.4035644740855897
114,human,0,-5.096966969524672
115,human,0,-2.756744992500967
116,human,0,-1.8830995533347306
117,human,0,-3.6979154949476083
118,human,0,-1.073723923452694
119,human,0,-6.77630500181344
120,human,0,-2.8969776469728172
121,human,0,-2.587555221788138
122,human,0,-5.6843322054846155
123,human,0,-3.1622495127285104
124,human,0,-4.310207373536218
125,human,0,-5.703809472244415
126,human,0,-3.5560832477979565
127,human,0,-4.783450821574937
128,human,0,-5.984576162759741
129,human,0,-5.985275981186073
130,human,0,-2.4791072457560626
131,human,0,-1.4885234072184204
132,human,0,-4.3877341927531495
133,human,0,-5.9451215209334025
134,human,0,-1.7471524452088913
135,human,0,-3.5478769708210374
136,human,0,-5.124831723623208
137,human,0,-0.017529295254744393
138,human,0,-5.595261853287882
139,human,0,-2.008385325951758
140,human,0,-5.151845633340099
141,human,0,-6.555955917243762
142,human,0,-8.0700416366684
143,human,0,-2.9641602154908417
144,human,0,-5.893114857759277
145,human,0,-1.6763122543623798
146,human,0,-2.5801506625622013
147,human,0,-4.765630593148763
148,human,0,-2.275567594843152
149,human,0,-4.153326110230816
150,human,0,-2.2207695233593303
151,human,0,-3.828650796398451
152,human,0,-3.3771665873604837
153,human,0,-1.3426191957202482
154,human,0,-2.931450086337593
155,human,0,-2.117336631422358
156,human,0,-2.084793947042393
157,human,0,-4.11779745445238
158,human,0,-1.0784262388548376
159,human,0,-2.139303452557765
160,human,0,-5.057699246843116
161,human,0,-2.949776715426923
162,human,0,-3.713831626391455
163,human,0,-3.1345694234404062
164,human,0,-3.660372675296748
165,human,0,0.25429239985290963
166,human,0,-1.7250201823531934
167,human,0,-4.594914074978357
168,human,0,-4.1825390019601585
169,human,0,-3.8423129650686327
170,human,0,-6.154115899133724
171,human,0,-2.1606366282397143
172,human,0,-4.359152412839745
173,human,0,-1.8034141625015987
174,human,0,-1.5130415962401225
175,human,0,-6.033784436983702
176,human,0,-0.1127025883171876
177,human,0,-3.6135511883963805
178,human,0,-1.0022471146955227
179,human,0,-0.03523911342702732
180,human,0,-5.857237274248037
181,human,0,-7.07113053320557
182,human,0,-5.72091531397418
183,human,0,-3.175917688245125
184,human,0,-1.3437115158083976
185,human,0,-1.2120496389301354
186,human,0,-3.498839060647179
187,human,0,-3.1147298185543066
188,human,0,-4.275945918651218
189,human,0,-6.246243956407914
190,human,0,-5.833322451405361
191,human,0,-5.804518880832813
192,human,0,-4.928211873704896
193,human,0,-3.6398371956912303
194,human,0,-0.233956789029405
195,human,0,-0.9366821277218362
196,human,0,-3.0208505847905096
197,human,0,-3.234510898258341
198,human,0,-4.376031552061983
199,human,0,-3.60999147189555
200,human,0,-4.006011241063015
201,human,0,-3.6464603580317663
202,human,0,-3.329177638306051
203,human,0,-6.821216714942248
204,human,0,-2.0346314771958136
205,human,0,-3.891903834814351
206,human,0,-5.944857825352562
207,human,0,-2.3218165099674097
208,human,0,-2.2191990255174994
209,human,0,-6.960164591484874
210,human,0,-1.287303430914822
211,human,0,-0.8294104626154616
212,human,0,-1.316547320754574
213,human,0,-0.1752968796231183
214,human,0,0.5119249063520597
215,human,0,-4.320213108240072
216,human,0,-3.9499095056924514
217,human,0,-1.1832845928540994
218,human,0,-2.5692884361559942
219,human,0,-7.271345944671921
220,human,0,-4.972664014446783
221,human,0,-3.3526563403559484
222,human,0,-1.8909961265942337
223,human,0,-6.423091970205611
224,human,0,-4.991550912515069
225,human,0,1.2330714379621526
226,human,0,-4.171089241812285
227,human,0,-1.7191152797599114
228,human,0,-2.8454816685243287
229,human,0,-5.451301639451109
230,human,0,-1.724037961742363
231,human,0,-3.026095146355412
232,human,0,-3.467757733738079
233,human,0,-2.4016253751809744
234,human,0,-4.8105056024778925
235,human,0,-4.0256846749412425
236,human,0,0.5578891396057911
237,human,0,-3.453940843646408
238,human,0,-0.647347380428518
239,human,0,-3.9003859328349293
240,human,0,-6.343086483692479
241,human,0,-3.2282082786616417
242,human,0,-6.368943294328157
243,human,0,1.6542660281571409
244,human,0,-0.7036334188446611
245,human,0,-5.4504474855823455
246,human,0,-6.894851141263366
247,human,0,-0.10347781928165589
248,human,0,-4.278807297519786
249,human,0,-4.86275502677423
250,human,0,-3.5864751773456076
251,human,0,-0.5112477886674918
252,human,0,-4.476366374956055
253,human,0,-3.298257646015462
254,human,0,-1.6288239928018762
255,human,0,-5.13735181811171
256,human,0,-2.4897224426125213
257,human,0,-3.4920457627016415
258,human,0,-7.157367526961995
259,human,0,-3.0167742807550333
260,human,0,-1.7645201185675616
261,human,0,-5.850956743817507
262,human,0,-3.589608834724446
263,human,0,-6.226335121344137
264,human,0,-1.6094253364709488
265,human,0,-2.5114135400967728
266,human,0,-1.6753575089870087
267,human,0,-5.220237980823701
268,human,0,-3.013470622401421
269,human,0,-3.334181851749583
270,human,0,-2.701460321977226
271,human,0,-3.4414832084453266
272,human,0,-4.995209802904157
273,human,0,-4.938420722620249
274,human,0,-2.3234280569406804
275,human,0,-2.8841693049781734
276,human,0,-0.3996018875739385
277,human,0,-4.436689319315566
278,human,0,-0.6485204390813742
279,human,0,-2.798698467680703
280,human,0,-3.5359513659993134
281,human,0,-3.6312402008973512
282,human,0,-6.24597407497505
283,human,0,-0.5859551940207095
284,human,0,-5.470562756556166
285,human,0,-5.042030727413729
286,human,0,-2.595827274678963
287,human,0,-4.223186976943732
288,human,0,-5.4740977979753165
289,human,0,-0.6641007261367645
290,human,0,-1.2367224342573164
291,human,0,-3.188941908681012
292,human,0,-1.7954217111313244
293,human,0,-1.9938583463460868
294,human,0,-7.583001951809336
295,human,0,-6.360398425238061
296,human,0,-1.3535712113741079
297,human,0,1.657958620465617
298,human,0,-2.57476014268783
299,human,0,-4.108164913720285
300,human,0,-3.981545955857552
301,human,0,-2.5032067503351056
302,human,0,-4.75581289826026
303,human,0,-2.7480026822611894
304,human,0,-0.575978364924141
305,human,0,-0.33700666147377606
306,human,0,0.04897427620130218
307,human,0,-4.9334547128255055
308,human,0,-2.3258668327033725
309,human,0,-2.5015054350188652
310,human,0,-3.303682923418023
311,human,0,-5.564328142260861
312,human,0,-2.3482311644330496
313,human,0,-4.934424420396893
314,human,0,-3.5574793794418005
315,human,0,-0.5652420313661813
316,human,0,0.4002860352891544
317,human,0,-6.7625416806393766
318,human,0,-1.5843945099609174
319,human,0,-4.472647795915989
320,human,0,-5.329513908922287
321,human,0,-3.713084088270013
322,human,0,-3.9656234368642957
323,human,0,-4.886417428585155
324,human,0,-4.034744029686498
325,human,0,-2.171228755028938
326,human,0,-3.19199687084385
327,human,0,-3.863767158521875
328,human,0,2.0349442184976283
329,human,0,-0.38811887227170094
330,human,0,-4.1513171966945555
331,human,0,-1.2796123900151108
332,human,0,-4.747315389309384
333,human,0,-4.9582478488067885
334,human,0,-7.465621120459975
335,human,0,1.2444703388003822
336,human,0,0.7414058866419881
337,human,0,-5.528478278788333
338,human,0,-3.790555257396007
339,human,0,-4.481065235400748
340,human,0,-10.465693798255698
341,human,0,-2.249007187764268
342,human,0,-6.479986767949172
343,human,0,-6.74726920749086
344,human,0,-3.3419860522716833
345,human,0,-6.981881739162487
346,human,0,-2.5591204915442445
347,human,0,-4.63694043497297
348,human,0,-7.518987474519193
349,human,0,-4.942245599997484
350,human,0,-4.235928465058666
351,human,0,-5.375800283295805
352,human,0,0.711359161152723
353,human,0,-3.6943438011451137
354,human,0,-3.9637333079408146
355,human,0,-1.7326329806420449
356,human,0,-4.6466866309416925
357,human,0,-6.604920856277476
358,human,0,-5.884813282061041
359,human,0,-4.633502502717195
360,human,0,-2.686520463890485
361,human,0,1.928259359067462
362,human,0,-3.060714083367178
363,human,0,-3.0483158319181243
364,human,0,-0.487520086579934
365,human,0,-5.020322016423752
366,human,0,-5.912104478210059
367,human,0,-4.092550543055005
368,human,0,-1.976319471331762
369,human,0,-3.5688686790709507
370,human,0,-3.279911641116011
371,human,0,-5.740269935101977
372,human,0,-5.236890659771689
373,human,0,-5.7250751349077955
374,human,0,-3.4806326176879763
375,human,0,-2.8170675066487094
376,human,0,2.0242259492811714
377,human,0,-5.966516665517725
378,human,0,-2.9651824952072854
379,human,0,-4.185585751764888
380,human,0,0.07917645763391912
381,human,0,-0.5430217365801961
382,human,0,-4.333019063189621
