index,source,label,score
0,human,0,-3.590725654837585
1,human,0,-0.47092491744115617
2,human,0,0.2804884103788045
3,human,0,-3.216819141309228
4,human,0,-3.6688417114372824
5,human,0,-2.255679091533181
6,human,0,1.0973999458637471
7,human,0,-3.999731593276465
8,human,0,-3.8824802644594643
9,human,0,-2.0247334276654154
10,human,0,-2.5632176970463942
11,human,0,-1.9271082413549692
12,human,0,-1.0219666097729507
13,human,0,-4.1978295593860775
14,human,0,-4.1840936439873975
15,human,0,-4.8562355649571645
16,human,0,-4.305088741557992
17,human,0,-1.5131582171275602
18,human,0,-5.557012060398222
19,human,0,-0.5224079455456567
20,human,0,-2.7869902092349497
21,human,0,-6.282828337703346
22,human,0,-3.779285921362967
23,human,0,-4.75025983054135
24,human,0,-2.9633291294615898
25,human,0,0.08204211102711101
26,human,0,0.5695091681918896
27,human,0,-2.657029169461205
28,human,0,-2.8080525900317257
29,human,0,-3.330207925163265
30,human,0,-6.20203226542332
31,human,0,-3.7320148464142977
32,human,0,1.3340764720750165
33,human,0,0.4867006315897468
34,human,0,-3.1825306713481787
35,human,0,-1.1619290795288277
36,human,0,-5.401345244392235
37,human,0,-1.8358469615932014
38,human,0,-1.705942585767296
39,human,0,-1.5878807160237496
40,human,0,-1.3527708016687794
41,human,0,-2.678218500383082
42,human,0,-1.5665979346252572
43,human,0,-4.359801834155023
44,human,0,-4.872498073169296
45,human,0,-3.631437344303929
46,human,0,-7.82302907708994
47,human,0,-2.8207570779353293
48,human,0,-3.3871138800613485
49,human,0,-5.462003490444942
50,human,0,-3.796662688808392
51,human,0,-2.4115880094582143
52,human,0,-6.057379586177309
53,human,0,-5.967473718691256
54,human,0,-6.32440938438478
55,human,0,-4.4018421988042356
56,human,0,-2.4007547692882
57,human,0,-3.9143996655314472
58,human,0,-1.8881431297648807
59,human,0,-3.0727671225413076
60,human,0,-3.7834356677841465
61,human,0,-1.1497087714230485
62,human,0,0.7312469398642489
63,human,0,0.22915380635848176
64,human,0,-1.5647921439357113
65,human,0,-1.1124432190966818
66,human,0,-2.2006257296447824
67,human,0,-4.323954196518971
68,human,0,-5.550905801434993
69,human,0,-5.146609335058778
70,human,0,-6.599391867593552
71,human,0,-1.7246228354524051
72,human,0,-2.632787194804829
73,human,0,-2.0370277043225555
74,human,0,-8.319607471249242
75,human,0,-6.428001222953331
76,human,0,-4.924033697595768
77,human,0,-0.17855891996676224
78,human,0,-5.2759576311705985
79,human,0,-0.628429965086186
80,human,0,-2.9282585378928396
81,human,0,-7.460426320738203
82,human,0,-1.7643478737878375
83,human,0,-3.870949275771334
84,human,0,-5.325662073087302
85,human,0,-2.0643451609835024
86,human,0,-2.3937797195180694
87,human,0,-7.858025418757245
88,human,0,-5.113957016670239
89,human,0,-0.2948293288157366
90,human,0,-6.034722734352372
91,human,0,-1.0169428427786302
92,human,0,-3.6495384015229932
93,human,0,-3.3154388199178486
94,human,0,-6.661096444666416
95,human,0,-5.268468969193802
96,human,0,-4.026130350140381
97,human,0,-2.295856779959961
98,human,0,-2.911246678908759
99,human,0,-4.441228745884192
100,human,0,1.011666308106621
